Date,Open,High,Low,Close,Adj Close,Volume
25/04/2005,9240,9490,9240,9490,6880.562988,16435000
26/04/2005,9490,9490,9420,9420,6829.80957,9375000
27/04/2005,9260,9340,9220,9280,6728.305664,20590000
28/04/2005,9260,9270,9140,9200,6670.304199,19700000
29/04/2005,9040,9130,8990,9040,6554.297852,29275000
02/05/2005,9120,9160,9000,9110,6605.052246,11845000
03/05/2005,9100,9230,9050,9100,6597.803223,13870000
04/05/2005,9100,9340,9100,9290,6735.556641,17315000
05/05/2005,9290,9290,9290,9290,6735.556641,0
06/05/2005,9330,9510,9330,9480,6873.314941,24680000
09/05/2005,9500,9550,9410,9500,6887.816895,20035000
10/05/2005,9560,9590,9510,9540,6916.814453,10675000
11/05/2005,9500,9510,9430,9440,6844.3125,17300000
12/05/2005,9480,9600,9480,9500,6887.816895,20860000
13/05/2005,9500,9700,9440,9630,6982.068359,20545000
16/05/2005,9700,9800,9680,9760,7076.321777,17350000
17/05/2005,9800,9860,9670,9790,7098.072266,18175000
18/05/2005,9890,9900,9780,9790,7098.072266,17095000
19/05/2005,9860,10020,9850,9970,7228.577637,25435000
20/05/2005,9990,10040,9900,9970,7228.577637,11685000
23/05/2005,9920,9970,9890,9960,7221.328613,8045000
24/05/2005,9930,9970,9860,9900,7177.824707,12750000
25/05/2005,9870,9930,9670,9690,7025.569824,21315000
26/05/2005,9630,9700,9590,9640,6989.318848,13895000
27/05/2005,9800,9860,9730,9800,7105.32666,18775000
30/05/2005,9800,9880,9800,9870,7156.075195,11435000
31/05/2005,9850,9880,9730,9780,7090.822266,22275000
01/06/2005,9670,9790,9660,9780,7090.822266,16545000
02/06/2005,9900,9910,9750,9750,7069.071289,18320000
03/06/2005,9760,9830,9710,9760,7076.321777,17675000
06/06/2005,9760,9760,9760,9760,7076.321777,0
07/06/2005,9680,9700,9600,9610,6967.568359,24125000
08/06/2005,9560,9620,9500,9550,6924.066406,26785000
09/06/2005,9510,9600,9430,9600,6960.316895,37520000
10/06/2005,9600,9890,9540,9830,7127.074707,40645000
13/06/2005,9830,9990,9830,9960,7221.328613,22765000
14/06/2005,9960,10020,9880,9930,7199.57666,19495000
15/06/2005,9930,10000,9890,10000,7250.331543,22460000
16/06/2005,10000,10040,9940,9970,7228.577637,18395000
17/06/2005,9980,9990,9830,9870,7156.075195,23945000
20/06/2005,9870,9880,9790,9810,7112.57373,16605000
21/06/2005,9810,9830,9720,9760,7076.321777,20260000
22/06/2005,9760,9880,9740,9860,7148.825195,19650000
23/06/2005,9860,9980,9840,9960,7221.328613,25990000
24/06/2005,9920,9920,9780,9820,7119.822266,21780000
27/06/2005,9780,9780,9660,9770,7083.572754,28050000
28/06/2005,9770,9810,9710,9790,7098.072266,18530000
29/06/2005,9800,9850,9760,9800,7105.32666,19185000
30/06/2005,9800,9960,9800,9880,7163.329102,19835000
01/07/2005,9880,10020,9860,10020,7264.833984,26555000
04/07/2005,10100,10180,10020,10060,7293.833496,15655000
05/07/2005,10080,10140,10000,10040,7279.332031,9300000
06/07/2005,10060,10140,10060,10080,7308.334473,13455000
07/07/2005,10080,10380,10080,10320,7482.342285,31910000
08/07/2005,10340,10440,10320,10320,7482.342285,19665000
11/07/2005,10500,10700,10500,10660,7728.852539,34585000
12/07/2005,10800,10960,10740,10820,7844.854492,46835000
13/07/2005,10860,10940,10780,10940,7931.860352,25465000
14/07/2005,10980,11020,10940,10940,7931.860352,28885000
15/07/2005,10960,11000,10780,10840,7859.359863,26105000
18/07/2005,10860,11040,10820,10980,7960.862305,21220000
19/07/2005,11000,11240,10980,11220,8134.870605,33785000
20/07/2005,11240,11340,11100,11160,8091.370117,30025000
21/07/2005,11300,11360,11160,11260,8163.87207,26780000
22/07/2005,11180,11200,10920,11040,8004.365234,27575000
25/07/2005,11040,11140,11040,11100,8047.868652,18455000
26/07/2005,11120,11160,10940,11020,7989.866699,20630000
27/07/2005,11040,11180,10960,11020,7989.866699,18430000
28/07/2005,11040,11320,11040,11200,8120.37207,23655000
29/07/2005,11320,11320,11200,11300,8192.875,17875000
01/08/2005,11320,11380,11220,11380,8250.87793,16470000
02/08/2005,11400,11420,11240,11360,8236.375,14250000
03/08/2005,11500,11540,11360,11360,8236.375,23635000
04/08/2005,11360,11380,11200,11320,8207.37207,18370000
05/08/2005,11220,11220,10960,11060,8018.864746,30100000
08/08/2005,11040,11040,10860,11020,7989.866699,18285000
09/08/2005,11020,11060,10900,11000,7975.364746,20325000
10/08/2005,11100,11240,11060,11100,8047.868652,16480000
11/08/2005,11100,11400,11100,11340,8221.873047,19885000
12/08/2005,11380,11580,11380,11560,8381.379883,24480000
15/08/2005,11560,11560,11560,11560,8381.379883,0
16/08/2005,11560,11640,11380,11440,8294.375977,26040000
17/08/2005,11320,11440,11200,11440,8294.375977,20420000
18/08/2005,11440,11460,11060,11100,8047.868652,33515000
19/08/2005,11100,11120,10980,11060,8018.864746,20935000
22/08/2005,11060,11400,11060,11260,8163.87207,19550000
23/08/2005,11280,11380,11200,11240,8149.374023,18770000
24/08/2005,11240,11260,10980,11120,8062.366211,23985000
25/08/2005,11060,11100,10880,11040,8004.365234,24360000
26/08/2005,11040,11120,10980,10980,7960.862305,18915000
29/08/2005,10840,10840,10720,10800,7830.35791,18275000
30/08/2005,10880,10960,10660,10820,7844.854492,14915000
31/08/2005,10680,10920,10680,10880,7888.358398,12205000
01/09/2005,10980,11040,10940,10980,7960.862305,11970000
02/09/2005,10980,11140,10960,11080,8033.365234,12190000
05/09/2005,11160,11260,11100,11220,8134.870605,10920000
06/09/2005,11260,11520,11260,11380,8250.87793,19050000
07/09/2005,11520,11640,11520,11580,8395.882813,17565000
08/09/2005,11700,11860,11600,11740,8511.888672,34625000
09/09/2005,11700,11820,11660,11780,8540.889648,13105000
12/09/2005,11880,12000,11780,11780,8540.889648,20070000
13/09/2005,11800,12200,11780,12120,8787.400391,34885000
14/09/2005,12100,12300,12040,12260,8888.90332,25585000
15/09/2005,12100,12380,12080,12140,8801.900391,29035000
16/09/2005,12080,12120,11760,11860,8598.893555,30625000
19/09/2005,11860,11860,11860,11860,8598.893555,0
20/09/2005,12000,12060,11840,11860,8598.893555,28045000
21/09/2005,11920,12120,11900,12020,8714.897461,19085000
22/09/2005,11860,12000,11840,12000,8700.397461,16000000
23/09/2005,11840,11980,11660,11700,8482.886719,18675000
26/09/2005,11720,12000,11720,11940,8656.892578,21895000
27/09/2005,11960,11980,11800,11860,8598.893555,15910000
28/09/2005,11800,12000,11740,11960,8671.395508,13505000
29/09/2005,11880,11980,11800,11860,8598.893555,18509700
30/09/2005,11880,12000,11760,11760,8526.388672,21192950
03/10/2005,11760,11760,11760,11760,8526.388672,0
04/10/2005,11800,12140,11800,12060,8743.900391,26986050
05/10/2005,12080,12280,11960,12020,8714.897461,21874300
06/10/2005,11900,11900,11700,11740,8511.888672,20716650
07/10/2005,11560,11760,11520,11660,8453.886719,25602800
10/10/2005,11680,11940,11660,11860,8598.893555,15080150
11/10/2005,11760,11980,11740,11960,8671.395508,10695550
12/10/2005,11860,11880,11540,11560,8381.379883,26597200
13/10/2005,11420,11480,11160,11300,8192.875,36035800
14/10/2005,11300,11440,11200,11300,8192.875,31305500
17/10/2005,11200,11380,11200,11260,8163.87207,17525000
18/10/2005,11280,11380,11260,11320,8207.37207,17588650
19/10/2005,11200,11220,11000,11040,8004.365234,18547750
20/10/2005,11200,11220,11040,11120,8062.366211,17849800
21/10/2005,11000,11320,10980,11280,8178.372559,20033250
24/10/2005,11320,11420,11220,11320,8207.37207,16487150
25/10/2005,11440,11560,11280,11300,8192.875,18269150
26/10/2005,11240,11320,11180,11260,8163.87207,15002350
27/10/2005,11260,11360,11120,11160,8091.370117,19331000
28/10/2005,10980,11020,10900,10920,7917.35791,21614800
31/10/2005,10980,11100,10960,11060,8018.864746,19203500
01/11/2005,11200,11360,11180,11300,8192.875,29155950
02/11/2005,11280,11600,11280,11500,8337.87793,15716000
03/11/2005,11760,11840,11700,11740,8511.888672,22394000
04/11/2005,11940,12000,11860,11980,8685.894531,24807150
07/11/2005,12040,12060,11820,11960,8671.395508,12834600
08/11/2005,12000,12060,11940,12040,8729.398438,12065550
09/11/2005,12020,12140,11920,12000,8700.397461,14940450
10/11/2005,12020,12140,11980,12100,8772.901367,17080450
11/11/2005,12340,12480,12280,12360,8961.408203,29524650
14/11/2005,12420,12580,12320,12520,9077.414063,20931600
15/11/2005,12520,12580,12220,12400,8990.411133,14063750
16/11/2005,12320,12600,12320,12600,9135.415039,14038850
17/11/2005,12540,12560,12380,12480,9048.413086,12542600
18/11/2005,12500,12600,12380,12520,9077.414063,14163300
21/11/2005,12640,12640,12240,12360,8961.408203,24063600
22/11/2005,12220,12240,11740,11840,8584.389648,45564250
23/11/2005,12000,12260,11980,12140,8801.900391,42389900
24/11/2005,12360,12360,12100,12160,8816.402344,15155400
25/11/2005,12160,12220,11920,12000,8700.397461,15658550
28/11/2005,12000,12060,11920,12020,8714.897461,9434350
29/11/2005,11960,12040,11760,11880,8613.391602,17159050
30/11/2005,11860,12080,11860,12000,8700.397461,17308450
01/12/2005,11920,12160,11900,12100,8772.901367,19357700
02/12/2005,12400,12460,12280,12340,8946.908203,19342900
05/12/2005,12440,12500,12360,12460,9033.911133,12418300
06/12/2005,12380,12620,12340,12600,9135.415039,21114200
07/12/2005,12600,12900,12480,12780,9265.922852,26531300
08/12/2005,12700,12800,12520,12640,9164.417969,26904650
09/12/2005,12560,12620,12260,12420,9004.908203,23027250
12/12/2005,12440,12560,12340,12360,8961.408203,18588950
13/12/2005,12420,12460,12260,12400,8990.411133,16596150
14/12/2005,12440,12540,12160,12220,8859.905273,26300350
15/12/2005,12180,12320,12020,12180,8830.90332,18607050
16/12/2005,12120,12120,11860,12000,8700.397461,29408600
19/12/2005,12140,12280,12040,12180,8830.90332,17987750
20/12/2005,12060,12280,12040,12240,8874.40332,17198500
21/12/2005,12280,12700,12280,12560,9106.412109,25337350
22/12/2005,12700,12940,12620,12680,9193.419922,28095000
23/12/2005,12840,13040,12720,12900,9352.927734,28658350
26/12/2005,13000,13260,12980,13080,9483.431641,17830000
27/12/2005,13180,13280,12960,13220,9584.938477,18003350
28/12/2005,13160,13260,13100,13220,9584.938477,21403250
29/12/2005,13200,13400,13140,13160,9541.430664,20916500
02/01/2006,13280,13360,13120,13200,9570.433594,16985900
03/01/2006,13200,13320,13120,13280,9628.439453,17385550
04/01/2006,13500,14000,13460,13940,10106.95801,38604500
05/01/2006,13900,13900,13420,13580,9845.950195,25783750
06/01/2006,13700,13760,13580,13680,9918.453125,17394550
09/01/2006,13900,13940,13660,13740,9961.954102,14995150
10/01/2006,13900,14020,13760,14020,10164.96191,23642650
11/01/2006,13860,13960,13580,13680,9918.453125,17463600
12/01/2006,13680,13840,13620,13720,9947.455078,20117150
13/01/2006,13540,13880,13360,13840,10034.45801,23698600
16/01/2006,14000,14140,13920,14120,10237.46582,19141550
17/01/2006,14140,14420,13940,13940,10106.95801,21328900
18/01/2006,13700,13780,13460,13600,9860.448242,30346800
19/01/2006,13640,13900,13600,13800,10005.45801,19527000
20/01/2006,14040,14160,13700,13740,9961.954102,23040500
23/01/2006,13540,13900,13420,13700,9932.955078,26815250
24/01/2006,13660,14000,13600,13940,10106.95801,29027200
25/01/2006,14180,14400,14100,14220,10309.97168,29240350
26/01/2006,14280,14360,14100,14340,10396.97363,18556250
27/01/2006,14400,14480,14260,14400,10440.47754,15678300
31/01/2006,14460,14820,14380,14800,10730.49023,22323350
01/02/2006,14700,14860,14460,14580,10570.98047,22008350
02/02/2006,14760,14780,14400,14500,10512.97852,19091550
03/02/2006,14360,14360,14040,14080,10208.46582,22207700
06/02/2006,14000,14120,13860,14120,10237.46582,21292250
07/02/2006,14180,14600,14120,14120,10237.46582,16585550
08/02/2006,14000,14180,13700,13820,10019.95996,19114600
09/02/2006,13920,13940,13740,13860,10048.95605,18383250
10/02/2006,13840,13920,13580,13740,9961.954102,21849750
13/02/2006,13720,13740,13360,13500,9787.947266,24189900
14/02/2006,13400,13540,13260,13460,9758.948242,25982850
15/02/2006,13560,13560,13080,13080,9483.431641,33419850
16/02/2006,13020,13140,12920,13140,9526.9375,24749200
17/02/2006,13220,13480,13200,13460,9758.948242,21790650
20/02/2006,13360,13680,13340,13660,9903.950195,16332050
21/02/2006,13640,13660,13400,13460,9758.948242,17356300
22/02/2006,13380,13580,13260,13400,9715.444336,24953700
23/02/2006,13420,13680,13420,13620,9874.950195,16389950
24/02/2006,13560,13640,13500,13540,9816.949219,14116450
27/02/2006,13560,13820,13540,13820,10019.95996,11793500
28/02/2006,13880,13960,13660,13740,9961.954102,12647050
02/03/2006,13920,14000,13680,13860,10048.95605,15105700
03/03/2006,13640,13680,13000,13080,9483.431641,37932400
06/03/2006,13120,13160,12980,13160,9541.430664,22717900
07/03/2006,13000,13040,12540,12600,9135.415039,39482000
08/03/2006,12300,12520,12160,12460,9033.911133,49381050
09/03/2006,12320,12580,12220,12360,8961.408203,38599000
10/03/2006,12280,12640,12280,12440,9019.412109,28422100
13/03/2006,12580,12640,12480,12640,9164.417969,19012200
14/03/2006,12560,12640,12380,12480,9048.413086,17767050
15/03/2006,12580,12740,12560,12600,9135.415039,19438500
16/03/2006,12740,12820,12620,12640,9164.417969,14018000
17/03/2006,12580,12800,12440,12740,9236.922852,13567500
20/03/2006,12780,12800,12560,12780,9265.922852,9950600
21/03/2006,12760,12800,12600,12680,9193.419922,11453100
22/03/2006,12500,12540,12180,12280,8903.404297,30051700
23/03/2006,12280,12380,12080,12160,8816.402344,25534150
24/03/2006,12160,12240,12100,12180,8830.90332,17171750
27/03/2006,12100,12580,12100,12500,9062.912109,19508950
28/03/2006,12320,12600,12320,12560,9106.412109,15167900
29/03/2006,12420,12520,12300,12520,9077.414063,15189400
30/03/2006,12640,12680,12360,12460,9033.911133,14663350
31/03/2006,12400,12600,12360,12600,9135.415039,20635450
03/04/2006,12720,12960,12640,12880,9338.425781,20549650
04/04/2006,12920,13120,12860,13060,9468.931641,19369350
05/04/2006,13100,13220,12900,12980,9410.927734,12634700
06/04/2006,13180,13320,13060,13160,9541.430664,22420200
07/04/2006,13160,13200,12960,13080,9483.431641,17596300
10/04/2006,12900,12980,12740,12840,9309.429688,20369150
11/04/2006,12740,12800,12520,12700,9207.917969,15767900
12/04/2006,12640,12660,12520,12600,9135.415039,12271800
13/04/2006,12520,12760,12500,12740,9236.922852,21813050
14/04/2006,12760,13280,12700,13120,9512.43457,32653200
17/04/2006,13200,13220,12900,12980,9410.927734,13798350
18/04/2006,12960,13200,12880,13160,9541.430664,20338250
19/04/2006,13460,13500,13260,13300,9642.938477,21183350
20/04/2006,13300,13440,13220,13260,9613.94043,17605300
21/04/2006,13400,13940,13340,13800,10005.45801,40474150
24/04/2006,13800,13800,13400,13460,9758.948242,31490750
25/04/2006,13160,13440,13060,13200,9570.433594,28671400
26/04/2006,13200,13360,13080,13360,9686.446289,22000500
27/04/2006,13360,13400,13160,13280,9628.439453,19383250
28/04/2006,13240,13240,12860,12880,9338.425781,27901900
02/05/2006,12880,13020,12640,12980,9410.927734,27714750
03/05/2006,12980,13120,12780,12780,9265.922852,21147150
04/05/2006,12780,12940,12700,12920,9367.428711,17803750
08/05/2006,13100,13240,13020,13100,9497.932617,17595050
09/05/2006,13160,13360,13140,13220,9584.938477,18637850
10/05/2006,13220,13300,13040,13100,9497.932617,17858600
11/05/2006,13140,13260,13060,13260,9613.94043,18471150
12/05/2006,13200,13200,12820,13080,9483.431641,24975900
15/05/2006,12920,13000,12780,13000,9425.431641,28216750
16/05/2006,12960,13000,12740,12820,9294.921875,22209700
17/05/2006,12840,13200,12840,13100,9497.932617,22440100
18/05/2006,12760,12880,12660,12820,9294.921875,22060000
19/05/2006,12840,12880,12620,12760,9251.424805,20910000
22/05/2006,12840,12880,12620,12760,9251.424805,22223550
23/05/2006,12300,12660,12220,12600,9135.415039,29837200
24/05/2006,12600,12680,12300,12600,9135.415039,27036100
25/05/2006,12580,12620,12300,12300,8917.90625,24470000
26/05/2006,12520,12640,12340,12420,9004.908203,23180950
29/05/2006,12440,12540,12400,12440,9019.412109,14920000
30/05/2006,12440,12480,12240,12260,8888.90332,20915300
31/05/2006,12440,12540,12400,12440,9019.412109,15162550
01/06/2006,12140,12320,12020,12120,8787.400391,29650600
02/06/2006,12220,12360,12120,12280,8903.404297,19403200
05/06/2006,12360,12380,12200,12260,8888.90332,15993450
07/06/2006,11920,12100,11920,12000,8700.397461,30545950
08/06/2006,11980,11980,11500,11540,8366.886719,41207100
09/06/2006,11560,11660,11460,11500,8337.87793,30558000
12/06/2006,11520,11520,11260,11480,8323.380859,21498400
13/06/2006,11200,11220,10960,10980,7960.862305,41305250
14/06/2006,10880,11220,10820,11060,8018.864746,32644700
15/06/2006,11280,11280,11060,11100,8047.868652,18344000
16/06/2006,11520,11540,11300,11420,8279.876953,28129000
19/06/2006,11420,11520,11220,11300,8192.875,20069800
20/06/2006,11260,11320,11040,11120,8062.366211,19583950
21/06/2006,11120,11280,11100,11140,8076.867188,13499300
22/06/2006,11300,11440,11200,11320,8207.37207,22982200
23/06/2006,11300,11420,11220,11360,8236.375,14896500
26/06/2006,11400,11700,11400,11640,8439.385742,22351250
27/06/2006,11700,11800,11660,11660,8453.886719,15767750
28/06/2006,11500,11600,11420,11600,8410.384766,18377100
29/06/2006,11700,11840,11680,11800,8562.772461,15998850
30/06/2006,12140,12180,12040,12060,8751.444336,29176450
03/07/2006,12140,12220,12080,12100,8780.469727,12593400
04/07/2006,12220,12240,12020,12020,8722.416016,9270000
05/07/2006,11700,12100,11700,12060,8751.444336,13375000
06/07/2006,11860,12000,11800,11960,8678.878906,17500000
07/07/2006,12020,12120,12000,12020,8722.416016,14365000
10/07/2006,11880,12140,11780,12120,8794.981445,17315000
11/07/2006,11880,12240,11880,12160,8824.006836,16385000
12/07/2006,12120,12240,11980,12160,8824.006836,23300000
13/07/2006,12000,12180,11900,12000,8707.905273,22835000
14/07/2006,11740,11820,11640,11680,8475.692383,24250000
18/07/2006,11520,11680,11520,11640,8446.666016,14245000
19/07/2006,11600,11760,11600,11600,8417.642578,11125000
20/07/2006,11880,11960,11800,11960,8678.878906,21960000
21/07/2006,11820,11940,11800,11880,8620.823242,8896300
24/07/2006,11740,11880,11660,11800,8562.772461,14934950
25/07/2006,11920,12040,11880,11960,8678.878906,15877650
26/07/2006,11960,12080,11920,11980,8693.387695,7650000
27/07/2006,11980,12100,11880,12080,8765.954102,14995000
28/07/2006,12000,12080,11940,12020,8722.416016,9564450
31/07/2006,12200,12280,12160,12160,8824.006836,23415250
01/08/2006,12180,12300,12100,12100,8780.469727,13372450
02/08/2006,12060,12280,12040,12160,8824.006836,10944800
03/08/2006,12360,12380,12200,12200,8853.03418,12565450
04/08/2006,12240,12340,12240,12300,8925.603516,8121450
07/08/2006,12380,12380,12080,12120,8794.981445,15051350
08/08/2006,12100,12340,12100,12300,8925.603516,13598300
09/08/2006,12300,12460,12180,12320,8940.112305,15112800
10/08/2006,12320,12400,12180,12240,8882.060547,15694950
11/08/2006,12340,12440,12140,12140,8809.494141,16574950
14/08/2006,12200,12220,12000,12100,8780.469727,17105950
16/08/2006,12360,12440,12280,12360,8969.140625,19587150
17/08/2006,12600,12940,12580,12880,9346.481445,38826150
18/08/2006,13000,13300,12940,13120,9520.641602,37509050
21/08/2006,13200,13360,13100,13140,9535.15332,17145000
22/08/2006,12960,13160,12960,13160,9549.666992,19445000
23/08/2006,13080,13160,12880,12920,9375.506836,14711500
24/08/2006,12780,12820,12620,12720,9230.379883,17782500
25/08/2006,12840,13020,12780,12920,9375.506836,15981600
28/08/2006,13000,13040,12860,12860,9331.970703,10722200
29/08/2006,13040,13220,13000,13180,9564.180664,15312250
30/08/2006,13200,13220,12980,13100,9506.12793,13979500
31/08/2006,13080,13240,13000,13000,9433.5625,20178950
01/09/2006,13040,13140,12980,13060,9477.098633,8951400
04/09/2006,13240,13240,13100,13160,9549.666992,8986350
05/09/2006,13120,13200,13040,13160,9549.666992,7216450
06/09/2006,13160,13160,13020,13080,9491.615234,7866200
07/09/2006,12920,13020,12860,12980,9419.047852,10126650
08/09/2006,12880,13000,12880,12940,9390.022461,7533050
11/09/2006,12940,12980,12660,12720,9230.379883,18312850
12/09/2006,12760,12840,12580,12640,9172.327148,17687250
13/09/2006,12800,12900,12740,12840,9317.458008,24360250
14/09/2006,12840,13100,12820,13100,9506.12793,31021950
15/09/2006,13060,13160,13020,13120,9520.641602,11988600
18/09/2006,13140,13580,13140,13460,9767.366211,26352850
19/09/2006,13460,13560,13420,13440,9752.854492,12795650
20/09/2006,13260,13380,13180,13340,9680.285156,14816350
21/09/2006,13480,13540,13280,13300,9651.258789,13060450
22/09/2006,13160,13220,13040,13080,9491.615234,11768200
25/09/2006,13000,13160,12960,13060,9477.098633,12493150
26/09/2006,13080,13160,12920,13020,9448.076172,12855500
27/09/2006,13100,13260,13100,13260,9622.235352,15073400
28/09/2006,13240,13440,13200,13360,9694.800781,17199900
29/09/2006,13380,13440,13220,13280,9636.744141,10884050
02/10/2006,13180,13380,13180,13300,9651.258789,13336800
04/10/2006,13180,13200,12940,12960,9404.532227,19646300
09/10/2006,13040,13140,12500,12700,9215.863281,28756900
10/10/2006,12840,13000,12800,12840,9317.458008,9863750
11/10/2006,12700,12880,12660,12820,9302.943359,10532750
12/10/2006,12720,12900,12680,12780,9273.916016,17850550
13/10/2006,12900,12960,12840,12880,9346.481445,13492650
16/10/2006,13040,13160,12920,13000,9433.5625,16781050
17/10/2006,13000,13020,12840,12940,9390.022461,9174650
18/10/2006,12820,12880,12720,12840,9317.458008,16155300
19/10/2006,12900,12960,12640,12720,9230.379883,16716600
20/10/2006,12700,12760,12580,12640,9172.327148,23209700
23/10/2006,12620,12620,12400,12500,9070.730469,21650650
24/10/2006,12600,12660,12460,12540,9099.758789,18173600
25/10/2006,12480,12620,12420,12500,9070.730469,17740950
26/10/2006,12540,12680,12500,12580,9128.787109,16658100
27/10/2006,12580,12580,12320,12400,8998.166992,22082550
30/10/2006,12340,12380,12140,12180,8838.521484,20122000
31/10/2006,12140,12320,12060,12220,8867.546875,24140400
01/11/2006,12360,12400,12260,12300,8925.603516,13952400
02/11/2006,12280,12380,12220,12280,8911.084961,13024450
03/11/2006,12340,12400,12180,12220,8867.546875,14012550
06/11/2006,12180,12200,11980,12100,8780.469727,17439800
07/11/2006,12300,12300,12100,12180,8838.521484,17791800
08/11/2006,12300,12420,12300,12300,8925.603516,13618400
09/11/2006,12400,12620,12360,12620,9157.808594,28261650
10/11/2006,12560,12640,12520,12580,9128.787109,13480750
13/11/2006,12720,12800,12660,12800,9288.429688,16464950
14/11/2006,12960,13000,12880,12940,9390.022461,18685300
15/11/2006,13100,13240,13060,13240,9607.717773,29861150
16/11/2006,13520,13520,13140,13140,9535.15332,19037300
17/11/2006,13160,13160,13060,13140,9535.15332,9296700
20/11/2006,13120,13120,12940,13040,9462.586914,14429300
21/11/2006,13060,13120,12960,13000,9433.5625,10533050
22/11/2006,12940,13200,12940,13200,9578.692383,12154500
23/11/2006,13260,13300,13020,13080,9491.615234,12492450
24/11/2006,13080,13120,12920,13040,9462.586914,9120950
27/11/2006,12940,13000,12780,12840,9317.458008,16110750
28/11/2006,12620,12740,12600,12660,9186.837891,15936500
29/11/2006,12560,12740,12560,12620,9157.808594,16956850
30/11/2006,12720,12880,12700,12800,9288.429688,15937700
01/12/2006,12800,12900,12780,12800,9288.429688,8220950
04/12/2006,12860,12920,12740,12820,9302.943359,9770000
05/12/2006,12960,13020,12760,12760,9259.40625,17541350
06/12/2006,12760,12800,12580,12700,9215.863281,13141050
07/12/2006,12580,12700,12500,12520,9085.243164,14568100
08/12/2006,12340,12360,12160,12240,8882.060547,25506450
11/12/2006,12200,12240,12040,12080,8765.954102,22559950
12/12/2006,12120,12200,11980,12000,8707.905273,16336200
13/12/2006,12000,12180,12000,12100,8780.469727,17044900
14/12/2006,12060,12280,12000,12260,8896.574219,43086900
15/12/2006,12280,12300,12140,12180,8838.521484,22955950
18/12/2006,12200,12300,12160,12200,8853.03418,20216550
19/12/2006,12200,12280,12160,12180,8838.521484,14096450
20/12/2006,12180,12400,12180,12340,8954.625977,20860850
21/12/2006,12380,12400,12260,12340,8954.625977,16119000
22/12/2006,12240,12280,12160,12220,8867.546875,17192100
26/12/2006,12180,12220,12040,12140,8809.494141,15325400
27/12/2006,12220,12280,12080,12280,8985.098633,9427500
28/12/2006,12320,12380,12200,12260,8970.466797,10913300
02/01/2007,12400,12540,12320,12520,9160.702148,17607300
03/01/2007,12540,12560,12220,12280,8985.098633,19676500
04/01/2007,12220,12240,12060,12120,8868.02832,18258900
05/01/2007,12160,12180,11900,11900,8707.061523,28400400
08/01/2007,11840,11880,11580,11680,8546.086914,33081550
09/01/2007,11740,11880,11640,11720,8575.355469,20109850
10/01/2007,11640,11680,11500,11560,8458.286133,25756300
11/01/2007,11580,11760,11560,11660,8531.455078,29839350
12/01/2007,11800,12120,11700,12120,8868.02832,40346050
15/01/2007,12240,12300,12140,12240,8955.832031,33675300
16/01/2007,12300,12300,12220,12260,8970.466797,15522550
17/01/2007,12200,12200,11940,12040,8809.494141,23396700
18/01/2007,11980,11980,11780,11880,8692.423828,21762950
19/01/2007,11760,11760,11580,11700,8560.725586,32068050
22/01/2007,11700,11860,11660,11820,8648.523438,21204000
23/01/2007,11820,12000,11760,11880,8692.423828,21732900
24/01/2007,12000,12080,11980,12040,8809.494141,14238300
25/01/2007,12120,12160,12040,12060,8824.130859,11798550
26/01/2007,12000,12000,11740,11760,8604.621094,37403750
29/01/2007,11800,11820,11540,11560,8458.286133,28106550
30/01/2007,11640,11720,11500,11700,8560.725586,18857050
31/01/2007,11700,11700,11500,11600,8487.552734,18468100
01/02/2007,11520,11680,11520,11580,8472.919922,20379600
02/02/2007,11660,11820,11600,11760,8604.621094,25061700
05/02/2007,11780,11800,11660,11720,8575.355469,24227700
06/02/2007,11700,11760,11660,11740,8589.992188,14804600
07/02/2007,11760,11780,11600,11720,8575.355469,19521900
08/02/2007,11760,11800,11600,11660,8531.455078,25787500
09/02/2007,11580,11720,11580,11660,8531.455078,15724250
12/02/2007,11600,11600,11380,11440,8370.484375,43866750
13/02/2007,11380,11420,11200,11240,8224.146484,38350000
14/02/2007,11340,11460,11340,11340,8297.31543,31505450
15/02/2007,11620,11640,11380,11500,8414.381836,31469800
16/02/2007,11560,11840,11480,11840,8663.155273,41500100
20/02/2007,11900,12040,11760,12000,8780.230469,23313850
21/02/2007,12040,12240,12000,12120,8868.02832,27616450
22/02/2007,12120,12240,12040,12040,8809.494141,18015000
23/02/2007,12060,12080,11800,11840,8663.155273,25999600
26/02/2007,11740,11780,11580,11660,8531.455078,29442950
27/02/2007,11720,11720,11500,11620,8502.188477,22474550
28/02/2007,11160,11400,11160,11400,8341.217773,45093800
01/03/2007,11340,11340,11340,11340,8297.31543,0
05/03/2007,11240,11440,11220,11300,8268.049805,27584250
06/03/2007,11300,11580,11300,11420,8355.852539,27781400
07/03/2007,11500,11520,11300,11400,8341.217773,26039150
08/03/2007,11400,11640,11340,11540,8443.651367,29056100
09/03/2007,11660,11780,11600,11740,8589.992188,30233000
12/03/2007,11800,12040,11800,12040,8809.494141,31691500
13/03/2007,12080,12080,11860,12000,8780.230469,16828000
14/03/2007,11720,11760,11600,11680,8546.086914,24902100
15/03/2007,11700,11840,11680,11720,8575.355469,21261300
16/03/2007,11720,11860,11620,11780,8619.255859,13671150
19/03/2007,11740,11800,11640,11740,8589.992188,11891200
20/03/2007,11700,11740,11500,11580,8472.919922,21245000
21/03/2007,11620,11700,11500,11580,8472.919922,12559600
